City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
217,Tres Lagoas,BR,70.92,overcast clouds,-20.7511,-51.6783,Druds Express Hotel
219,Naze,JP,74.32,clear sky,28.3667,129.4833,オーベルジュ・アガルイ
222,Dunyapur,PK,62.62,clear sky,29.7995,71.7196,فدا لاج
223,North Bend,US,57.92,mist,43.4065,-124.2243,Red Lion Hotel Coos Bay
225,Baeza,ES,65.35,overcast clouds,37.9938,-3.471,Hotel TRH Baeza
227,Awbari,LY,65.28,clear sky,26.5921,12.7805,فندق أوباري
229,Acapulco,MX,84.02,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
230,Kruisfontein,ZA,56.3,broken clouds,-34.0033,24.7314,Oyster Bay House Rental
231,Benghazi,LY,71.33,broken clouds,32.1167,20.0667,Tibesti Hotel
233,Alappuzha,IN,80.35,overcast clouds,9.49,76.3264,Panoramic Sea Resort
235,Lagoa,PT,68.59,overcast clouds,39.05,-27.9833,Casa Das Faias
236,Jacareacanga,BR,75.24,scattered clouds,-6.2222,-57.7528,Casa do Ian😎
237,Sao Felix Do Xingu,BR,76.48,few clouds,-6.6447,-51.995,Rio Xingu Camping
242,Jalu,LY,67.35,scattered clouds,29.0331,21.5482,صاحبة الفخامة
245,Ambovombe,MG,68.05,overcast clouds,-25.1667,46.0833,RELAHARA
247,Coari,BR,76.91,scattered clouds,-4.085,-63.1414,HOTEL ALEX FLAT
249,Port Shepstone,ZA,63.28,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
252,Merrick,US,60.01,broken clouds,40.6629,-73.5515,The Freeport Inn and Marina
253,Nelson Bay,AU,69.69,broken clouds,-32.7167,152.15,Mantra Nelson Bay
257,Port Maria,JM,82.36,overcast clouds,18.3685,-76.8895,Galina Breeze Hotel
258,Vila Franca Do Campo,PT,74.19,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
259,Bubaque,GW,79.54,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
260,Polikhronon,GR,55.38,clear sky,40.0166,23.5283,Halkidiki Palace
267,Saldanha,ZA,57.25,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
268,Port Elizabeth,ZA,57.49,broken clouds,-33.918,25.5701,39 On Nile Guest House
269,Port Hedland,AU,84.25,clear sky,-20.3167,118.5667,The Esplanade Hotel
270,Salalah,OM,77.09,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
272,Bengkulu,ID,82.89,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
276,Vadakku Valliyur,IN,78.22,overcast clouds,8.3833,77.65,Panimadha lodge
277,Alice Springs,AU,58.55,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
278,Prainha,BR,75.65,broken clouds,-1.8,-53.48,Casa Rocha
279,Cayenne,GF,82.09,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
281,Tura,IN,73.71,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
282,Ridgecrest,US,74.01,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
284,Saint-Pierre,RE,69.48,clear sky,-21.3393,55.4781,Lindsey Hôtel
285,Otacilio Costa,BR,59.0,moderate rain,-27.4831,-50.1219,Hotel Daieli
288,Basco,PH,80.56,few clouds,20.4487,121.9702,Nathaniel's Lodge
289,Morgan City,US,57.0,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
291,Biak,ID,83.82,light rain,-0.9131,122.8766,Penginapan Kim
292,Fallon,US,62.28,clear sky,39.4735,-118.7774,Best Western Fallon Inn & Suites
293,Roald,NO,55.54,broken clouds,62.5833,6.1333,Flem Cabins
294,Antalaha,MG,73.02,scattered clouds,-14.9003,50.2788,Hotel Vitasoa
295,Mastic Beach,US,59.05,light rain,40.7668,-72.8521,Brushwood House by Smith Point Beach
296,Tual,ID,83.5,broken clouds,-5.6667,132.75,Grand Vilia Hotel
297,Vila Velha,BR,71.55,overcast clouds,-20.3297,-40.2925,Quality Suites Vila Velha
298,El Alto,PE,64.96,broken clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
300,Plouzane,FR,57.29,light rain,48.3833,-4.6167,Lymina
303,Shingu,JP,70.79,overcast clouds,33.7333,135.9833,Shingu UI Hotel
306,Calama,CL,55.0,clear sky,-22.4667,-68.9333,Diego De Almagro Calama
308,Bilma,NE,77.16,scattered clouds,18.6853,12.9164,Expeditions Ténére voyages
311,Kisangani,CD,68.61,overcast clouds,0.5167,25.2,Grand Ramela Hotel
312,Bam,IR,67.51,clear sky,29.106,58.357,Bam Tourist Hotel
313,Straumen,NO,55.4,moderate rain,63.8709,11.2999,Jægtvolden Fjordhotell
315,Maceio,BR,76.44,few clouds,-9.6658,-35.7353,Poutur Pousada
316,Nanakuli,US,81.77,clear sky,21.3906,-158.1547,Camp Pālehua
317,Longhua,CN,73.47,overcast clouds,23.6137,114.1919,Huadu Hotel
319,Saint-Joseph,RE,68.38,clear sky,-21.3667,55.6167,"""Plantation Bed and Breakfast"
322,Manokwari,ID,83.82,broken clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
323,Codrington,AU,61.45,clear sky,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
324,Serramanna,IT,63.63,overcast clouds,39.4244,8.9244,Polly
327,Bulawayo,ZW,67.42,few clouds,-20.15,28.5833,4 On Housman Backpackers
328,Tuyen Quang,VN,68.14,overcast clouds,21.8233,105.2181,Khách Sạn Tuyên Thoa
331,Carballo,ES,65.01,overcast clouds,43.213,-8.691,Pazo do Souto
333,Port-Gentil,GA,76.08,light rain,-0.7193,8.7815,Fengshui Residence
334,Odienne,CI,71.19,overcast clouds,9.51,-7.5692,Oustaz Vame DIAKITE
336,Iwanai,JP,55.09,overcast clouds,42.9744,140.5089,いわない高原ホテル
337,Laguna,US,65.64,overcast clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
339,Kahna Nau,PK,62.64,smoke,31.3692,74.3653,Ahle hadees masjid kahna nau
341,Nueva Loja,EC,71.24,broken clouds,0.0847,-76.8828,Limoncocha Great Hotel
342,Eydhafushi,MV,82.11,broken clouds,5.1033,73.0708,Soneva Fushi
343,Grand Gaube,MU,74.37,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
344,Port Macquarie,AU,67.96,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
348,Yaita,JP,65.23,overcast clouds,36.8,139.9333,Yaita Eastern Hotel
350,Eyl,SO,77.14,light rain,7.9803,49.8164,Amiin Hotel
351,Kailua,US,81.81,overcast clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
352,Fernandopolis,BR,71.65,overcast clouds,-20.2839,-50.2464,Ramada Encore by Wyndham Fernandopolis
354,Imbituba,BR,68.83,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
355,Mapiripan,CO,72.99,overcast clouds,2.8892,-72.1256,Monserrate
357,Riberalta,BO,79.97,few clouds,-10.9833,-66.1,Hotel Colonial
358,Pisco,PE,62.65,overcast clouds,-13.7,-76.2167,Hotel San Isidro Oficial
359,Nago,JP,81.45,scattered clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
360,Caldas Novas,BR,70.65,overcast clouds,-17.7417,-48.625,Best Western Suites Le Jardin Caldas Novas
361,Campoverde,PE,80.29,scattered clouds,-8.4753,-74.8058,Hospedaje Coral's
362,Miyako,JP,61.47,overcast clouds,39.6367,141.9525,Hotel Route Inn Miyako
363,Isla Mujeres,MX,71.65,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
364,Pitimbu,BR,79.39,few clouds,-7.4706,-34.8086,Reserva do Abiaí
365,Kaeo,NZ,65.32,overcast clouds,-35.1,173.7833,Bushido Lodge
366,Mwinilunga,ZM,63.82,broken clouds,-11.7358,24.4293,Kwakuwahi Lodge
367,Gambela,ET,67.14,broken clouds,8.25,34.5833,Solomon Debebe Hotel
369,Mundwa,IN,74.68,clear sky,27.0667,73.8167,Praveen mundel MDW places
370,Killeen,US,65.82,clear sky,31.1171,-97.7278,OYO Hotel Killeen
371,Ebolowa,CM,68.29,overcast clouds,2.9,11.15,Florence Hotel Ebolowa
373,Porto Novo,BJ,82.22,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
374,Airai,TL,77.09,broken clouds,-8.9266,125.4092,Juvinal Martin
375,Bonthe,SL,74.37,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
376,Haapiti,PF,83.93,few clouds,-17.5667,-149.8667,Linareva Moorea Beach Resort
377,Roma,US,55.81,broken clouds,43.2128,-75.4557,Wingate By Wyndham Rome
383,Kongoussi,BF,81.1,overcast clouds,13.3258,-1.5347,Hôtel La Sagesse
388,Le Port,RE,70.61,clear sky,-20.9373,55.2919,KORBEY D'OR OUEST
389,Canchungo,GW,73.62,overcast clouds,12.0672,-16.0333,Aparthotel Napalach
393,Nenton,GT,75.36,overcast clouds,15.8,-91.75,Hotel Las Peñas
394,George Town,MY,83.89,few clouds,5.4112,100.3354,Cititel Penang
395,Jackson,US,57.07,broken clouds,42.4165,-122.8345,Agate Village Apartments
396,Tupiza,BO,56.98,clear sky,-21.45,-65.7167,La Torre Hotel
397,Santa Cruz,BO,76.46,overcast clouds,-17.8,-63.1667,Aviador Hotel Boutique
398,Kinablangan,PH,84.61,scattered clouds,7.6947,126.5503,Danny Moreno Property
400,Rio Grande,BR,69.94,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
401,Bajil,YE,80.83,few clouds,15.0584,43.2851,فندق حضرموت
402,Port Augusta,AU,76.71,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
403,Soyo,AO,77.07,light rain,-6.1349,12.3689,Hotel Mpampa
411,Palmer,US,58.89,mist,42.1584,-72.3287,Wedgewood Motel
412,Puerto Madero,MX,75.4,overcast clouds,14.7208,-92.4215,Hospedaje madero
415,Dicabisagan,PH,81.48,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
416,Maryborough,AU,80.55,broken clouds,-25.5333,152.7,Blue Shades Motel
417,Guntur,IN,82.29,overcast clouds,16.3,80.45,Hotel Murugan Residency
418,Pocone,BR,75.69,broken clouds,-16.2567,-56.6228,Hotel e Churrascaria Pantaneira
422,Puerto Carreno,CO,75.9,broken clouds,6.189,-67.4859,Casa Hotel Victoria
424,Princeton,US,75.22,broken clouds,25.5384,-80.4089,American Best Inn
425,Gwanda,ZW,66.88,scattered clouds,-20.9333,29.0,Mafax Homeways
427,Cerete,CO,75.25,overcast clouds,8.8848,-75.7905,Hotel Porton De Don Pedro
430,Meulaboh,ID,79.0,overcast clouds,4.1363,96.1285,Kost Pria
431,Capoterra,IT,63.54,scattered clouds,39.1763,8.9718,Ariedo Bed And Breakfast
435,Caxias,PT,69.15,broken clouds,38.7031,-9.2767,Hotel Real Oeiras
436,Vanimo,PG,83.34,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
438,Abnub,EG,75.42,overcast clouds,27.2696,31.1511,Romany Adly Gad
441,Pacifica,US,60.8,broken clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
442,Oussouye,SN,75.18,overcast clouds,12.485,-16.5469,Auberge du Routard
443,Fortuna,US,59.41,broken clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
444,Sechura,PE,64.58,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
447,Quatre Cocos,MU,74.08,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
448,Kieta,PG,82.72,light rain,-6.2167,155.6333,Uruna Bay Retreat
449,Progreso,MX,71.71,clear sky,21.2833,-89.6667,Playa Linda Hotel
450,Ixtapa,MX,74.25,few clouds,20.7,-105.2,Hotel Plaza Providencia
451,Bajos De Haina,DO,75.16,clear sky,18.4154,-70.0332,Familia García Santana
452,Luoyang,CN,67.68,overcast clouds,34.6836,112.4536,易家国际青年旅舍
453,Luena,AO,61.57,overcast clouds,-11.7833,19.9167,Hotel Kandamba
454,Beira,MZ,68.09,scattered clouds,-19.8436,34.8389,Beira Terrace Hotel
457,Broken Hill,AU,65.91,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
458,Sesimbra,PT,68.95,overcast clouds,38.4445,-9.1015,Sana Sesimbra
460,Margate,GB,55.31,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
470,Pochutla,MX,72.82,few clouds,15.7432,-96.4661,Hotel Posada San Jose
473,Itarema,BR,79.43,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
476,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
478,Cabedelo,BR,79.47,few clouds,-6.9811,-34.8339,Hotel Pigalle
480,Pratapgarh,IN,70.61,clear sky,24.0333,74.7833,Ratna Hotel
481,Cacule,BR,71.6,scattered clouds,-14.5033,-42.2222,Radar Palace Hotel
486,San Buenaventura,MX,72.32,clear sky,27.0833,-101.5333,Hotel Gran Plaza
487,Caravelas,BR,72.0,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
489,Puerto Escondido,MX,79.45,few clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
491,Manzil Salim,TN,57.2,broken clouds,35.8567,8.4765,mohamed ben khlil omri
494,Itoman,JP,81.37,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
495,Poum,NC,76.35,clear sky,-20.2333,164.0167,Gîte kajeon
496,Baghdad,IQ,75.11,broken clouds,33.3406,44.4009,Baghdad Hotel
497,Portland,US,55.98,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
498,Mitikas,GR,58.98,clear sky,38.6699,20.9466,DAIS Apartments - Hotel Apartments - Mitikas Etoloakarnanias Hellas 30019
499,Matara,LK,81.36,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
500,San Andres,CO,84.22,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
501,Lewistown,US,55.63,mist,40.5992,-77.5714,Quality Inn & Suites
502,Mana,GF,78.33,scattered clouds,5.6592,-53.7767,LE SAMANA
503,Port Lavaca,US,67.05,clear sky,28.615,-96.6261,Holiday Inn Express & Suites Port Lavaca
505,Maragogi,BR,76.66,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
506,Sur,OM,81.16,clear sky,22.5667,59.5289,Sur Plaza Hotel
507,Nishihara,JP,80.65,scattered clouds,26.1842,127.7558,Minshuku Agaihama
509,Namatanai,PG,83.14,moderate rain,-3.6667,152.4333,Seagulls Inn Namatani
511,Namibe,AO,65.17,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
512,Beitbridge,ZW,67.37,clear sky,-22.2167,30.0,Beitbridge Express Hotel
514,Katsuura,JP,65.1,light rain,35.1333,140.3,Katsuura Hotel Mikazuki
516,Ardakan,IR,57.58,clear sky,32.31,54.0175,Ardakan Hotel
521,Yulara,AU,67.84,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
522,Comiso,IT,61.41,light rain,36.9513,14.6102,El Homs Palace
524,Grand-Santi,GF,72.39,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
526,Chicama,PE,64.96,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
527,Jinxiang,CN,68.77,clear sky,27.4327,120.6062,Wolong Village
528,Mandal,IN,71.08,clear sky,25.45,74.5667,पीपी वाले हनुमान जी
530,Riverton,US,59.02,clear sky,40.5219,-111.9391,Ramada by Wyndham Draper
531,Eureka,US,59.67,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
532,Sola,VU,81.19,clear sky,-13.8833,167.55,Leumerus Bungalows
533,Sukhumi,GE,55.51,clear sky,43.0033,41.0153,Ritsa Hotel
534,Brewster,US,57.74,mist,41.3973,-73.6171,Heidi's Inn
540,Ahuimanu,US,81.54,overcast clouds,21.4447,-157.8378,Paradise Bay Resort
543,Tripoli,LY,70.21,overcast clouds,32.8752,13.1875,Hotel Al-Safwa
544,Chiriguana,CO,74.21,overcast clouds,9.3624,-73.6031,Zapatosa Red Turística
545,Alanya,TR,62.73,moderate rain,36.5438,31.9998,Panorama Hotel
547,Gushikawa,JP,80.6,few clouds,26.3544,127.8686,Kirari Guest House
550,Abu Dhabi,AE,84.2,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
552,Angra Dos Reis,BR,69.76,overcast clouds,-23.0067,-44.3181,Mercure Angra dos Reis
553,Berbera,SO,81.9,light rain,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
554,Narasaraopet,IN,79.32,overcast clouds,16.25,80.0667,AT International Lodge
555,Arlit,NE,79.3,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
556,Iquitos,PE,78.84,few clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
558,Lumberton,US,56.34,overcast clouds,34.6182,-79.0086,"Country Inn & Suites by Radisson, Lumberton, NC"
559,San Cristobal,VE,66.38,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
560,Veraval,IN,77.2,broken clouds,20.9,70.3667,Lords Inn Somnath
561,Yamada,JP,62.74,overcast clouds,39.4667,141.95,Iroha-ya Inn
563,Kandrian,PG,84.4,moderate rain,-6.2167,149.55,Kandrian Station
564,Duiwelskloof,ZA,61.03,overcast clouds,-23.6934,30.14,Silvermist Guesthouse
565,Apolda,DE,55.44,overcast clouds,51.0167,11.5,"Hotel ""Zwei Länder"" Apolda"
